train_true_label,train_pred_label,train_x,train_y,train_z,train_datatime_idx,test_true_label,test_pred_label,test_x,test_y,test_z,test_datatime_idx,add_true_label,add_pred_label,add_x,add_y,add_z,add_datatime_idx
2,2,1.0097952,-2.0761337,0.8596575,620,1,1,0.1723489,-2.2745771,-1.3084958,110,5,2,0.663598,-0.24158718,0.95290637,1640
4,4,1.7491899,1.8077155,0.43859237,1503,1,1,0.7124287,-1.8188019,-1.6033766,111,5,2,0.7008813,-0.6574522,1.055124,1641
1,1,0.6033983,-2.3910186,-1.050009,435,1,1,1.1559603,-2.5751414,-0.99076694,112,5,2,0.90386784,-0.49767455,0.7091955,1642
3,3,-7.401299,2.7273808,-1.9572971,969,1,1,1.0027401,-2.4136374,-1.1149321,113,5,4,1.0355213,-0.14332852,0.85122746,1643
4,4,1.9424102,3.072871,0.9678691,1312,1,1,0.82623327,-2.1208692,-1.808977,114,5,2,0.6787566,0.10996161,0.96783125,1644
2,2,0.7018998,-2.0945888,1.63874,678,1,1,1.1717938,-1.8260424,-1.628647,115,5,2,0.94936365,-0.24139294,1.0884185,1645
2,2,0.71419334,-2.5748808,0.8834048,612,1,1,1.2081279,-2.4252994,-0.8997494,116,5,2,0.6060782,-0.24530049,0.92688584,1646
1,1,0.9864843,-2.3678465,-1.5710369,354,1,1,0.90827584,-2.0846667,-0.82143664,117,5,2,1.1501572,-0.46813983,1.0684577,1647
1,1,0.029630877,-2.2481577,-1.9064555,345,1,1,0.8162459,-2.195719,-1.0786142,118,5,2,0.65991575,-0.21056692,0.99073905,1648
2,2,0.22864065,-1.7163191,1.5887458,645,1,1,0.12906954,-2.2426448,-1.2537432,119,5,2,0.94805145,-0.08261326,1.071497,1649
3,3,-3.3673327,3.6167617,-0.5304862,1216,1,1,0.6647492,-1.7842709,-1.6723922,120,5,2,0.42158103,-0.6991736,1.1237444,1650
3,3,-3.5216436,2.9316533,-2.069254,1037,1,1,1.0209467,-2.4883113,-1.1079996,121,5,2,0.35089988,0.03300892,1.2042577,1651
0,0,3.1963792,0.5057201,-0.078967735,116,1,1,0.8428902,-2.3165445,-1.128281,122,5,2,0.34017372,-0.5285654,1.151876,1652
1,1,0.11285895,-2.0808926,-2.0783844,580,1,1,0.6456103,-2.0150018,-1.4959838,123,5,2,0.687221,0.17380267,1.0245509,1653
0,0,2.9117744,-0.36895514,1.6598799,58,1,1,1.075124,-1.7237448,-1.57112,124,5,2,0.88376886,0.07835953,1.1333196,1654
0,0,2.3466659,0.5530299,0.58574784,126,1,1,1.0934892,-2.3593788,-0.89977086,125,5,2,0.45702988,0.1606824,0.8392523,1655
0,0,2.3780599,-0.00689137,-0.57204384,162,1,1,0.83501047,-1.9679573,-0.8768202,126,5,2,0.73795277,-0.19776514,1.1541395,1656
0,0,2.6750457,-1.0971078,0.054845035,240,1,1,0.8800851,-2.2321086,-1.1193776,127,5,2,0.5213304,-0.09875128,0.99165964,1657
1,1,0.2541821,-2.1955721,-1.7017008,320,1,1,0.30388373,-2.216307,-1.1283345,128,5,2,0.7175161,0.012226939,1.1360344,1658
1,1,0.77841276,-2.1699772,-1.7089005,562,1,1,0.7416444,-1.7259088,-1.6254542,129,5,2,0.46064407,0.19334207,1.1516042,1659
2,2,-0.25103202,-1.6216084,1.3617055,869,1,1,0.9877328,-2.3657103,-1.2326907,130,5,2,0.7161515,-0.021082774,0.91366005,1660
2,2,0.6962669,-2.1088855,0.87218475,868,1,1,0.84974545,-2.289867,-1.12011,131,5,2,0.31449607,0.6965075,0.8551011,1661
1,1,0.76371396,-2.2052104,-1.8081957,394,1,1,0.9053107,-2.0535438,-1.5641917,132,5,2,0.51957905,0.21872707,1.0358522,1662
3,3,-2.6689806,3.4044614,-0.6714444,1155,1,1,1.0672112,-1.6571863,-1.5573516,133,5,2,0.80145025,0.4095836,1.0314963,1663
1,1,1.0432228,-2.50176,-1.5196157,604,1,1,1.0349191,-2.3399084,-0.8453268,134,5,4,0.72933584,0.8163537,1.0232911,1664
0,0,2.3902452,0.895404,0.14151296,267,1,1,0.9261738,-1.945679,-1.039738,135,5,2,0.48857987,0.97153974,0.9397172,1665
2,2,0.27454573,-2.5427794,2.7777193,669,1,1,1.0289983,-2.1776319,-1.340672,136,5,2,-0.47858056,-0.70247895,0.56567615,1666
0,0,2.8291492,0.53935874,-0.1870017,168,1,1,0.4296436,-2.2215042,-1.1903766,137,5,2,-0.16610798,-0.4590666,0.51581013,1667
4,4,0.9011144,2.4900978,0.56317055,1381,1,1,0.7858271,-1.7024525,-1.6294558,138,5,2,-0.32694677,-0.3313343,0.6961019,1668
4,4,1.5422736,1.8018461,1.3158278,1310,1,1,0.9153038,-2.2572587,-1.1402675,139,5,2,-0.41364002,-0.5550908,0.85731983,1669
4,4,1.3499873,2.5159154,1.9126863,1460,1,1,0.8839223,-2.2019362,-1.2094094,140,5,2,-0.08513227,-0.40049267,0.77568674,1670
3,3,-5.4729085,2.640267,-1.6943469,1003,1,1,0.9509709,-2.0673685,-1.518548,141,5,2,-0.06752267,-0.3411799,0.77870804,1671
1,1,0.17597626,-2.5815024,-0.66364056,381,1,1,1.0782971,-1.4984962,-1.4626126,142,5,2,0.10129423,-0.08190097,1.0463349,1672
0,0,2.3730843,1.234935,0.5980073,300,1,1,1.0151364,-2.1648219,-0.911839,143,5,4,0.927264,-0.30809632,0.8806765,1673
3,3,-4.3663025,3.1669114,-2.3324294,1193,1,1,0.9152149,-1.9538273,-0.87709147,144,5,2,0.64147365,-0.19812727,0.8642744,1674
1,1,-0.5208757,-2.0159936,-1.6930258,551,1,1,1.0281153,-2.1698704,-1.2330506,145,5,2,0.79182684,-0.6543134,0.95259297,1675
0,0,2.7281752,1.0637187,0.73532915,27,1,1,0.3559163,-2.155715,-1.2035012,146,5,2,0.7775345,-0.5272942,0.6261844,1676
3,3,-2.7372704,3.5148747,-0.79751825,947,1,1,0.7451385,-1.58569,-1.6416607,147,5,2,1.0544475,-0.122565635,0.7332022,1677
4,4,1.671065,2.1656578,1.4224325,1284,1,1,0.98251617,-2.2610257,-1.167692,148,5,2,0.5382273,0.00023818,0.956583,1678
3,3,-3.8926759,2.5400748,-2.0074098,1195,1,1,0.8867631,-2.0125241,-1.2726102,149,5,2,0.76310843,-0.22228384,0.8931813,1679
3,3,-5.2922516,2.7218752,-2.4834583,1091,1,1,0.7946038,-1.9799079,-1.3568072,150,5,2,0.43495095,-0.14337486,0.7005544,1680
0,0,2.8848245,0.2550718,-0.51663804,179,1,1,1.1057144,-1.4443803,-1.4008658,151,5,2,0.9756368,-0.56601775,0.955014,1681
4,4,1.398568,1.6616973,1.8776609,1425,1,1,0.88488245,-1.9108306,-0.933361,152,5,2,0.5646862,-0.16486502,0.84871346,1682
1,1,0.42399812,-2.707974,-2.3577492,594,1,1,0.91188544,-1.9478432,-0.88199085,153,5,2,0.8329147,-0.027415574,0.92721397,1683
2,2,0.3638841,-2.2761943,0.88631296,892,1,1,0.9928,-2.1124015,-1.2516125,154,5,2,0.20283043,-0.6389587,1.0280694,1684
0,0,2.0306175,0.053436324,0.30238146,245,1,1,0.34961686,-2.2070265,-1.1961205,155,5,2,0.2316334,0.23877862,1.0886362,1685
1,1,0.4196589,-1.6147084,-2.0687175,583,1,1,0.6511972,-1.5437907,-1.5510209,156,5,2,0.16466233,-0.48496336,1.0576968,1686
1,1,-0.49331793,-2.003553,-1.6437347,415,1,1,0.947912,-2.2303276,-1.1543955,157,5,2,0.6491797,0.010085724,0.9677055,1687
2,2,0.077092886,-1.6707183,1.1006967,705,1,1,0.6994706,-1.8397892,-1.2794771,158,5,2,0.897333,0.003333956,1.089316,1688
0,0,2.9847596,0.26668203,-0.324149,181,1,1,0.8835529,-1.9238718,-1.4459858,159,5,2,0.32149458,0.1258886,0.7693622,1689
3,3,-6.2203364,3.753824,-0.7947026,1189,1,1,1.053831,-1.3602462,-1.3185341,160,5,2,0.67583585,-0.09987846,1.0578518,1690
1,1,1.9030547,-1.4706078,-2.1804056,359,1,1,0.8159305,-1.7863538,-0.9513296,161,5,2,0.4654923,-0.10202264,0.9475794,1691
4,4,1.4717644,3.2576272,-0.046315193,1338,2,2,0.08216983,-2.5154023,1.5132091,162,5,2,0.49287802,-0.14874145,1.0540376,1692
2,2,1.2240077,-2.5290024,1.2775983,713,2,2,0.93858135,-2.0270445,2.1597643,163,5,2,0.2514305,0.35880873,1.0298512,1693
2,2,-0.93229,-2.5009701,0.82603,617,2,2,0.59313864,-2.218428,1.4282129,164,5,2,0.5626823,-0.14545125,0.8772172,1694
2,2,0.3225408,-1.9746368,1.3876386,670,2,2,0.6072477,-2.5299537,1.6880119,165,5,2,0.20402461,0.65292084,0.7631079,1695
0,0,2.1790967,0.07177125,-0.25883704,71,2,2,0.81725585,-1.8247582,1.900715,166,5,2,0.43508375,0.20585102,0.9373039,1696
0,0,2.3020062,-0.5302529,0.001907669,73,2,2,0.37467325,-1.6842862,1.3732287,167,5,2,0.6779655,0.36964723,0.8821479,1697
0,0,2.098988,-0.832724,-0.033143114,239,2,2,-0.040138394,-1.8278178,1.5689311,168,5,4,0.63197124,0.9230969,0.9258447,1698
2,2,0.1820535,-1.7240157,1.5392137,807,2,2,1.2762636,-1.7086046,1.963757,169,5,2,0.34423873,1.0256469,0.82693267,1699
4,4,1.4136307,2.206436,1.6245449,1400,2,2,0.87403595,-1.5727777,1.2313058,170,5,2,-0.91272354,-0.43836525,0.58490944,1700
2,2,0.002522036,-2.530163,1.5099897,791,2,2,0.33287796,-2.7935357,1.64934,171,5,2,-0.8132409,-0.29239798,0.5221621,1701
4,4,1.9608948,3.1015544,1.0476209,1340,2,2,0.96600235,-2.169266,2.1031718,172,5,2,-0.9927324,-0.1915113,0.70803726,1702
2,2,-0.79615057,-2.3757896,1.9000139,833,2,2,0.8513379,-2.3518548,1.492446,173,5,2,-0.6118592,-0.4137559,0.8343591,1703
2,2,-0.23271307,-2.1512432,1.3153416,857,2,2,0.68748873,-2.5660448,1.6669576,174,5,2,-0.4758406,-0.31662202,0.73214126,1704
1,1,1.2581294,-2.561686,-1.2459058,467,2,2,0.8187947,-1.9893075,1.9148483,175,5,2,-0.40012315,-0.25353146,0.7354484,1705
3,3,-5.9333615,2.5233042,-2.6558876,1128,2,2,0.56073815,-1.7688049,1.4058174,176,5,2,-0.15994886,-0.2265934,0.9868531,1706
1,1,-0.49654907,-2.4206526,-0.31605208,365,2,2,-0.13977477,-1.7852144,1.5579876,177,5,4,0.7176973,-0.2487319,0.87772185,1707
3,3,-3.556128,2.8626573,-1.0902016,1142,2,2,1.2703565,-1.7282054,1.8708701,178,5,2,0.3040176,-0.29943267,0.856879,1708
2,2,0.36468902,-1.9535865,1.9530233,875,2,2,0.75838834,-1.6458168,1.179077,179,5,2,0.5784637,-0.6392329,0.98613656,1709
0,0,1.9597633,0.18078108,-1.6836399,173,2,2,0.50362873,-2.9789243,1.5910608,180,5,2,0.6468872,-0.4912945,0.61290896,1710
2,2,0.048344187,-1.7661188,2.030735,903,2,2,0.96314925,-2.284735,2.0511374,181,5,2,0.8145435,-0.17515281,0.7014308,1711
